,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
3547,1,Cecily Gable,Ginny Gerig,Kelly Hughes,Summer Coulter,Austin Peay State ,Carson-Newman,1795,20180421
3552,1,Katie Will,Sadie Anderson,Summer Coulter,Kelly Hughes,Jacksonville State,Carson-Newman,1796,20180421
3557,1,Victoria Paranagua,Vanessa Freire,Federica Frasca,Margherita Bianchin,Florida State,FIU,1798,20180422
3565,1,Claire Coppola,Kristen Nuss,Cadie Bates,Katie Smith,LSU,South Carolina,1800,20180422
3570,1,Jessica Martinez,Aly Brinkley,Jessica Wooten,Aeriel Horton,Houston Baptist,Central Arkansas,1801,20180421
3575,1,Jessica Wooten,Aeriel Horton,Hayley Tippett,Megan Nash,Houston Baptist,Central Arkansas,1802,20180422
3579,1,Hayley Tippett,Megan Nash,Eighmy Dobbins,Katelyn Mueller,Central Arkansas,Abilene Christian,1803,20180422
3587,1,Megan Nash,Hayley Tippett,Eighmy Dobbins,Katelyn Mueller,Central Arkansas,Abilene Christian,1805,20180422
3592,1,Veronica Corcoran,Rachel Kuhn,Hayley Tippett,Megan Nash,Central Arkansas,New Orleans,1806,20180420
3597,1,Selina Marolf,Abigail Devido,Hayley Tippett,Megan Nash,Texas A&M; Corpus Christi,Central Arkansas,1807,20180420
3606,1,Carina Hoff,Courtney Miller,Amanda Carroll,Mackenzie Allen,UNF,FGCU,1809,20180422
3622,1,Jessica Wooten,Aeriel Horton,Victoria Corcoran,Rachel Kuhn,Houston Baptist,New Orleans,1814,20180422
3627,1,Maddy Kline,Nicole Lott,Selina Marolf,Abigail Devido,UNC Wilmington,Texas A&M; Corpus Christi,1815,20180303
3632,1,Cara Sander,Victoria Corcoran,Eighmy Dobbins,Katelyn Mueller,New Orleans,Abilene Christian,1818,20180420
3637,1,Adore Anae,Dani Barton,August Raskie,Lindsey Vander Weide,Utah,Oregon,1819,20180426
3642,1,Abril Bustamante,Tina Graudina,Kwyn Johnson,Mia Rivera,USC,ASU,1820,20180426
3647,1,Mima Mirkovic,Jessica Gaffney,Jordan Anderson,Kimmy Gardiner,Cal,Washington,1821,20180426
3652,1,Courtney Bowen,Sunny Villapando,Olivia Macdonald,Natalie Anselmo,Stanford,Arizona,1822,20180426
3657,1,Nicole McNamara,Megan McNamara,Adore Anae,Dani Barton,UCLA,Utah,1823,20180426
3662,1,Kwyn Johnson,Mia Rivera,Lindsey Vander Weide,August Raskie,ASU,Oregon,1824,20180426
3667,1,Natalie Anselmo,Olivia Macdonald,Adore Anae,Dani Barton,Arizona,Utah,1825,20180427
3672,1,Jordan Anderson,Kimmy Gardiner,Mia Rivera,Kwyn Johnson,Washington,ASU,1826,20180427
3676,1,Jordan Anderson,Kimmy Gardiner,Kwyn Johnson,Mia Rivera,Washington,ASU,1827,20180427
3681,1,Abril Bustamante,Tina Graudina,Jessica Gaffney,Mima Mirkovic,USC,Cal,1828,20180427
3686,1,Nicole McNamara,Megan McNamara,Courtney Bowen,Sunny Villapando,UCLA,Stanford,1829,20180427
3691,1,Sydney Haynes,Emily Hansen,Aeryn Owens,Katie Sato,Cal State Northridge,Cal State Bakersfield,1830,20180427
3696,1,Nele Barber,Sasha Karelov,Mikaela Nocetti,Lana Brown,Long Beach State,"Cal State University, Sacramento",1831,20180427
3701,1,Ka'iwi Schucht,Emily Maglio,Sydney Haynes,Emily Hansen,Hawaii,Cal State Bakersfield,1832,20180427
3706,1,Nele Barber,Sasha Karelov,Torrey Van Winden,Tia Miric,Long Beach State,Cal Poly SLO,1833,20180427
3711,1,Mima Mirkovic,Jessica Gaffney,Natalie Anselmo,Olivia Macdonald,Cal,Arizona,1834,20180427
3716,1,Jordan Anderson,Kimmy Gardiner,Courtney Bowen,Sunny Villapando,Stanford,Washington,1835,20180427
3721,1,Emily Hansen,Sydney Haynes,Mikaela Nocetti,Lana Brown,Cal State Bakersfield,"Cal State University, Sacramento",1836,20180427
3726,1,Torrey Van Winden,Tia Miric,Aeryn Owens,Katie Sato,Cal Poly SLO,Cal State Northridge,1837,20180427
3731,1,Nicole McNamara,Megan McNamara,Tina Graudina,Abril Bustamante,USC,UCLA,1838,20180428
3736,1,Jessica Gaffney,Mima Mirkovic,Jordan Anderson,Kimmy Gardiner,Washington,Cal,1839,20180428
3741,1,Tina Graudina,Abril Bustamante,Jessica Gaffney,Mima Mirkovic,USC,Cal,1840,20180428
3746,1,Ka'iwi Schucht,Emily Maglio,Sasha Karelov,Nele Barber,Hawaii,Long Beach State,1841,20180428
3751,1,Torrey Van Winden,Tia Miric,Sydney Haynes,Emily Hansen,Cal Poly SLO,Cal State Bakersfield,1842,20180428
3756,1,Nele Barber,Sasha Karelov,Torrey Van Winden,Tia Miric,Long Beach State,Cal Poly SLO,1843,20180428
3761,1,Ka'iwi Schucht,Emily Maglio,Sasha Karelov,Nele Barber,Long Beach State,Hawaii,1844,20180428
3766,1,Nicole McNamara,Megan McNamara,Tina Graudina,Abril Bustamante,UCLA,USC,1845,20180428
3771,1,Nicole McNamara,Megan McNamara,Tina Graudina,Abril Bustamante,UCLA,USC,1846,20180428
3775,1,Megan McNamara,Nicole McNamara,Federica Frasca,Margherita Bianchin,UCLA,FIU,1859,20180504
3778,1,Vanessa Freire,Victoria Paranagua,Tina Graudina,Abril Bustamante,USC,Florida State,1860,20180504
3788,1,Tina Graudina,Abril Bustamante,Federica Frasca,Margherita Bianchin,USC,FIU,1863,20180504
3793,1,Victoria Paranagua,Vanessa Freire,Megan McNamara,Nicole McNamara,UCLA,Florida State,1864,20180504
3797,1,Kristen Nuss,Claire Coppola,Cadie Bates,Katie Smith,LSU,South Carolina,1865,20180504
3801,1,Ka'iwi Schucht,Emily Maglio,Deahna Kraft,Corinne Quiggle,Hawaii,Pepperdine,1866,20180504
3806,1,Abril Bustamante,Tina Graudina,Corinne Quiggle,Deahna Kraft,USC,Pepperdine,1867,20180505
3811,1,Nicole McNamara,Megan McNamara,Claire Coppola,Kristen Nuss,UCLA,LSU,1868,20180505
3814,1,Victoria Paranagua,Vanessa Freire,Emily Maglio,Ka'iwi Schucht,Florida State,Hawaii,1869,20180505
