division,compID,location,date,college,first_name,last_name,position,result,score
DII,821,"  Deland, FL  ",2018-02-24,Eckerd ,Jordan,Duffy,4,0,"21-16, 21-10"
DI,821,"  Deland, FL  ",2018-02-24,Georgia State,Amie ,Held,4,1,"21-16, 21-10"
DI,821,"  Deland, FL  ",2018-02-24,Georgia State,Rebekah,Brodbeck,4,1,"21-16, 21-10"
DII,821,"  Deland, FL  ",2018-02-24,Eckerd ,Kali,Boatwright,5,0,"21-10, 18-21, 15-13"
DII,821,"  Deland, FL  ",2018-02-24,Eckerd ,Stephanie,Bogda,5,0,"21-10, 18-21, 15-13"
DI,821,"  Deland, FL  ",2018-02-24,Georgia State,Ashley,Bauchert,5,1,"21-10, 18-21, 15-13"
DI,821,"  Deland, FL  ",2018-02-24,Georgia State,Eden,Hawes,5,1,"21-10, 18-21, 15-13"
DI,823,"Deland, FL",2018-02-24,South Carolina,Shannon,Williams,1,1,"21-18, 21-18"
DI,823,"Deland, FL",2018-02-24,South Carolina,Ali,Denney,1,1,"21-18, 21-18"
DI,823,"Deland, FL",2018-02-24,Stetson,Carly,Perales,1,0,"21-18, 21-18"
DI,823,"Deland, FL",2018-02-24,Stetson,Sunniva,Helland-Hansen,1,0,"21-18, 21-18"
DI,823,"Deland, FL",2018-02-24,South Carolina,Katie,Smith,2,0,"21-15, 21-17"
DI,823,"Deland, FL",2018-02-24,South Carolina,Carly,Schneider,2,0,"21-15, 21-17"
DI,823,"Deland, FL",2018-02-24,Stetson,Sammee,Thomas,2,1,"21-15, 21-17"
DI,823,"Deland, FL",2018-02-24,Stetson,Darby,Dunn,2,1,"21-15, 21-17"
DI,823,"Deland, FL",2018-02-24,South Carolina,Leah,Perri,3,0,"24-22, 20-22, 15-10"
DI,823,"Deland, FL",2018-02-24,South Carolina,Macie,Tendrich,3,0,"24-22, 20-22, 15-10"
DI,823,"Deland, FL",2018-02-24,Stetson,Alexa,Richardson,3,1,"24-22, 20-22, 15-10"
DI,823,"Deland, FL",2018-02-24,Stetson,Rachel,Noble,3,1,"24-22, 20-22, 15-10"
DI,823,"Deland, FL",2018-02-24,South Carolina,Julia,Mannisto,4,1,"21-18, 21-17"
DI,823,"Deland, FL",2018-02-24,South Carolina,Jess,Vastine,4,1,"21-18, 21-17"
DI,823,"Deland, FL",2018-02-24,Stetson,Quinci,Birker,4,0,"21-18, 21-17"
DI,823,"Deland, FL",2018-02-24,Stetson,Rebecca,Ingram,4,0,"21-18, 21-17"
DI,823,"Deland, FL",2018-02-24,South Carolina,Hannah,Edelman,5,1,"21-13, 21-13"
DI,823,"Deland, FL",2018-02-24,South Carolina,Franky,Harrison,5,1,"21-13, 21-13"
DI,823,"Deland, FL",2018-02-24,Stetson,Julie,Varga,5,0,"21-13, 21-13"
DI,823,"Deland, FL",2018-02-24,Stetson,Lauren,Durham,5,0,"21-13, 21-13"
DI,824,"Deland, FL",2018-02-24,Florida State,Victoria,Paranagua,1,0,"21-15, 21-19"
DI,824,"Deland, FL",2018-02-24,Florida State,Macy,Jerger,1,0,"21-15, 21-19"
DI,824,"Deland, FL",2018-02-24,Georgia State,Teegan,Van Gunst,1,1,"21-15, 21-19"
DI,824,"Deland, FL",2018-02-24,Georgia State,Tiffany,Creamer,1,1,"21-15, 21-19"
DI,824,"Deland, FL",2018-02-24,Florida State,Brooke,Kuhlman,2,1,"21-15, 22-20"
DI,824,"Deland, FL",2018-02-24,Florida State,Vanessa,Freire,2,1,"21-15, 22-20"
DI,824,"Deland, FL",2018-02-24,Georgia State,Brooke,Weiner,2,0,"21-15, 22-20"
DI,824,"Deland, FL",2018-02-24,Georgia State,Annika,Van Gunst,2,0,"21-15, 22-20"
DI,824,"Deland, FL",2018-02-24,Florida State,Sara,Putt,3,1,"21-14, 21-15"
DI,824,"Deland, FL",2018-02-24,Florida State,Francesca,Goncalves,3,1,"21-14, 21-15"
DI,824,"Deland, FL",2018-02-24,Georgia State,Olivia,Stasevich,3,0,"21-14, 21-15"
DI,824,"Deland, FL",2018-02-24,Georgia State,Georgia,Johnson,3,0,"21-14, 21-15"
DI,824,"Deland, FL",2018-02-24,Florida State,Hailey,Luke,4,1,"21-8, 21-9"
DI,824,"Deland, FL",2018-02-24,Florida State,Katie,Horton,4,1,"21-8, 21-9"
DI,824,"Deland, FL",2018-02-24,Georgia State,Ashley,McGinn,4,0,"21-8, 21-9"
DI,824,"Deland, FL",2018-02-24,Georgia State,Allie,Elson,4,0,"21-8, 21-9"
DI,824,"Deland, FL",2018-02-24,Florida State,Molly,McBain,5,1,"21-19, 21-14"
DI,824,"Deland, FL",2018-02-24,Florida State,Madison,Fitzpatrick,5,1,"21-19, 21-14"
DI,824,"Deland, FL",2018-02-24,Georgia State,Kate,Novack,5,0,"21-19, 21-14"
DI,824,"Deland, FL",2018-02-24,Georgia State,Amie ,Held,5,0,"21-19, 21-14"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Claire,Coppola,1,1,"25-23, 21-16"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Kristen,Nuss,1,1,"25-23, 21-16"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Deahna,Kraft,1,0,"25-23, 21-16"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Corinne,Quiggle,1,0,"25-23, 21-16"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Hunter,Domanski,2,0,"30-28, 21-15"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Haleigh,Nelson,2,0,"30-28, 21-15"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Madalyn,Roh,2,1,"30-28, 21-15"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Brook,Bauer,2,1,"30-28, 21-15"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Maddie,Ligon,3,0,"21-15, 21-11"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Olivia,Powers,3,0,"21-15, 21-11"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Heidi,Dyer,3,1,"21-15, 21-11"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Gigi,Hernandez,3,1,"21-15, 21-11"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Emmy,Allen,4,0,"16-21, 21-14, 15-13"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Megan,Davenport,4,0,"16-21, 21-14, 15-13"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Alexis,Filippone,4,1,"16-21, 21-14, 15-13"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Skylar,Caputo,4,1,"16-21, 21-14, 15-13"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Emily,Hardesty,5,0,"21-17, 21-12"
DI,825,"Phoenix, AZ",2018-02-24,LSU,Gina,Tillis,5,0,"21-17, 21-12"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Kaity,Bailey,5,1,"21-17, 21-12"
DI,825,"Phoenix, AZ",2018-02-24,Pepperdine,Katie,Gavin,5,1,"21-17, 21-12"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Claire,Coppola,1,1,"21-15, 21-17"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Kristen,Nuss,1,1,"21-15, 21-17"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Annika,Albrecht,1,0,"21-15, 21-17"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Lauren,Stivrins,1,0,"21-15, 21-17"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Haleigh,Nelson,2,1,"21-14, 21-9"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Hunter,Domanski,2,1,"21-14, 21-9"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Kenzie,Maloney,2,0,"21-14, 21-9"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Jazz,Sweat,2,0,"21-14, 21-9"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Olivia,Powers,3,1,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Maddie,Ligon,3,1,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Sami,Slaughter,3,0,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Kelly,Hunter,3,0,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Megan,Davenport,4,1,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Emmy,Allen,4,1,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Jasmine,Schmidt,4,0,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Allie,Havers,4,0,"21-13, 22-20"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Emily,Hardesty,5,1,"21-13, 21-16"
DI,826,"Phoenix, AZ",2018-02-24,LSU,Gina,Tillis,5,1,"21-13, 21-16"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Chesney,McClellan,5,0,"21-13, 21-16"
DI,826,"Phoenix, AZ",2018-02-24,Nebraska,Hayley,Densberger,5,0,"21-13, 21-16"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Cassie,House,1,1,"21-10, 21-14"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Haven,Hill,1,1,"21-10, 21-14"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Whitney,Walker,1,0,"21-10, 21-14"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Gabby,Atchley,1,0,"21-10, 21-14"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Jillian,Bergeson,2,1,"21-16, 21-10"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Jaelyn,Greene,2,1,"21-16, 21-10"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Madison,Brabham,2,0,"21-16, 21-10"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Macy,Berg,2,0,"21-16, 21-10"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Molly,Scheel,3,0,"21-15, 14-21, 15-7"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Hannah,Rogers,3,0,"21-15, 14-21, 15-7"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Tenley,Housler,3,1,"21-15, 14-21, 15-7"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Erin,Umbel,3,1,"21-15, 14-21, 15-7"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Avery,Arellano,4,1,"21-17, 21-13"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Jensyn,Bledsoe,4,1,"21-17, 21-13"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Haley,Hutchinson ,4,0,"21-17, 21-13"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Malee,Sowa,4,0,"21-17, 21-13"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Jordan,Westendorf,5,1,"21-16, 21-16"
DI,827,"Fort Worth, TX",2018-02-24,TCU,Brooke,Sassin,5,1,"21-16, 21-16"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Kyra,Henderson ,5,0,"21-16, 21-16"
DII,827,"Fort Worth, TX",2018-02-24,Texas A&M Kingsville,Madeleine ,Sims,5,0,"21-16, 21-16"
DI,828,"Deland, FL",2018-02-24,FAU,Jessalyn,Kinlaw,1,0,"21-19, 25-23"
DI,828,"Deland, FL",2018-02-24,FAU,Gabrielle,Dischler,1,0,"21-19, 25-23"
DI,828,"Deland, FL",2018-02-24,South Carolina,Ali,Denney,1,1,"21-19, 25-23"
DI,828,"Deland, FL",2018-02-24,South Carolina,Shannon,Williams,1,1,"21-19, 25-23"
DI,828,"Deland, FL",2018-02-24,FAU,Carly,Scarborough,2,0,"21-17, 21-8"
DI,828,"Deland, FL",2018-02-24,FAU,Brittany,Pellitteri,2,0,"21-17, 21-8"
DI,828,"Deland, FL",2018-02-24,South Carolina,Carly,Schneider,2,1,"21-17, 21-8"
DI,828,"Deland, FL",2018-02-24,South Carolina,Katie,Smith,2,1,"21-17, 21-8"
DI,828,"Deland, FL",2018-02-24,FAU,Nicole,Grant,3,1,"21-17, 15-21, 15-8"
DI,828,"Deland, FL",2018-02-24,FAU,Nicole,Navarro,3,1,"21-17, 15-21, 15-8"
DI,828,"Deland, FL",2018-02-24,South Carolina,Macie,Tendrich,3,0,"21-17, 15-21, 15-8"
DI,828,"Deland, FL",2018-02-24,South Carolina,Leah,Perri,3,0,"21-17, 15-21, 15-8"
DI,828,"Deland, FL",2018-02-24,FAU,Mackenzie,Morris,4,1,"22-20, 21-14"
DI,828,"Deland, FL",2018-02-24,FAU,Erica,Brok,4,1,"22-20, 21-14"
DI,828,"Deland, FL",2018-02-24,South Carolina,Jess,Vastine,4,0,"22-20, 21-14"
DI,828,"Deland, FL",2018-02-24,South Carolina,Julia,Mannisto,4,0,"22-20, 21-14"
DI,828,"Deland, FL",2018-02-24,FAU,Ashlan ,Cunningham,5,0,"14-21, 22-20, 15-9"
DI,828,"Deland, FL",2018-02-24,FAU,Kaila,Dorish,5,0,"14-21, 22-20, 15-9"
DI,828,"Deland, FL",2018-02-24,South Carolina,Hannah,Edelman,5,1,"14-21, 22-20, 15-9"
DI,828,"Deland, FL",2018-02-24,South Carolina,Franky,Harrison,5,1,"14-21, 22-20, 15-9"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Molly,Turner,1,0,"21-19, 13-21, 15-8"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Katie,Pyles,1,0,"21-19, 13-21, 15-8"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Corinne,Quiggle,1,1,"21-19, 13-21, 15-8"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Deahna,Kraft,1,1,"21-19, 13-21, 15-8"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Jessica,Stansfield,2,0,"21-14, 21-13"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Hannah,Towne,2,0,"21-14, 21-13"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Brook,Bauer,2,1,"21-14, 21-13"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Madalyn,Roh,2,1,"21-14, 21-13"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Bella,Baumann,3,0,"22-20, 21-5"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Taylor,Jarzombek,3,0,"22-20, 21-5"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Heidi,Dyer,3,1,"22-20, 21-5"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Gigi,Hernandez,3,1,"22-20, 21-5"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Katie,Sarber,4,0,"25-23, 21-9"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Natalie,Honzovicova,4,0,"25-23, 21-9"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Skylar,Caputo,4,1,"25-23, 21-9"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Alexis,Filippone,4,1,"25-23, 21-9"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Jamie ,Walsh,5,1,"21-10, 21-14"
DI,829,"Phoenix, AZ",2018-02-24,Grand Canyon,Emily,Reinking,5,1,"21-10, 21-14"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Katie,Gavin,5,0,"21-10, 21-14"
DI,829,"Phoenix, AZ",2018-02-24,Pepperdine,Kaity,Bailey,5,0,"21-10, 21-14"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Aeriel,Horton,1,0,"21-19, 17-21, 15-10"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Jessica,Wooten,1,0,"21-19, 17-21, 15-10"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Haven,Hill,1,1,"21-19, 17-21, 15-10"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Cassie,House,1,1,"21-19, 17-21, 15-10"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Kayla,Armer,2,1,"21-11, 21-15"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Tori,Hinojosa,2,1,"21-11, 21-15"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Jillian,Bergeson,2,0,"21-11, 21-15"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Jaelyn,Greene,2,0,"21-11, 21-15"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Bailey,Banks,3,0,"21-17, 19-21, 15-13"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Katya,Silveira,3,0,"21-17, 19-21, 15-13"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Hannah,Rogers,3,1,"21-17, 19-21, 15-13"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Molly,Scheel,3,1,"21-17, 19-21, 15-13"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Danielle,Wheeler,4,0,"21-17, 21-19"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Brennan,Miller,4,0,"21-17, 21-19"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Jensyn,Bledsoe,4,1,"21-17, 21-19"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Avery,Arellano,4,1,"21-17, 21-19"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Meagan,Carter,5,0,"21-19, 21-11"
DI,830,"Fort Worth, TX",2018-02-24,Houston Baptist,Kali,Fluke,5,0,"21-19, 21-11"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Jordan,Westendorf,5,1,"21-19, 21-11"
DI,830,"Fort Worth, TX",2018-02-24,TCU,Brooke,Sassin,5,1,"21-19, 21-11"
DI,831,"Deland, FL",2018-02-24,Florida State,Victoria,Paranagua,1,1,"15-21, 21-14, 15-11"
DI,831,"Deland, FL",2018-02-24,Florida State,Macy,Jerger,1,1,"15-21, 21-14, 15-11"
DI,831,"Deland, FL",2018-02-24,Stetson,Darby,Dunn,1,0,"15-21, 21-14, 15-11"
DI,831,"Deland, FL",2018-02-24,Stetson,Sammee,Thomas,1,0,"15-21, 21-14, 15-11"
DI,831,"Deland, FL",2018-02-24,Florida State,Brooke,Kuhlman,2,0,"19-21, 21-16, 15-12"
DI,831,"Deland, FL",2018-02-24,Florida State,Vanessa,Freire,2,0,"19-21, 21-16, 15-12"
DI,831,"Deland, FL",2018-02-24,Stetson,Sunniva,Helland-Hansen,2,1,"19-21, 21-16, 15-12"
DI,831,"Deland, FL",2018-02-24,Stetson,Carly,Perales,2,1,"19-21, 21-16, 15-12"
DI,831,"Deland, FL",2018-02-24,Florida State,Sara,Putt,3,1,"19-21, 22-20, 15-13"
DI,831,"Deland, FL",2018-02-24,Florida State,Francesca,Goncalves,3,1,"19-21, 22-20, 15-13"
DI,831,"Deland, FL",2018-02-24,Stetson,Rachel,Noble,3,0,"19-21, 22-20, 15-13"
DI,831,"Deland, FL",2018-02-24,Stetson,Samantha,Harris,3,0,"19-21, 22-20, 15-13"
DI,831,"Deland, FL",2018-02-24,Florida State,Katie,Horton,4,1,"21-13, 21-16"
DI,831,"Deland, FL",2018-02-24,Florida State,Hailey,Luke,4,1,"21-13, 21-16"
DI,831,"Deland, FL",2018-02-24,Stetson,Quinci,Birker,4,0,"21-13, 21-16"
DI,831,"Deland, FL",2018-02-24,Stetson,Rebecca,Ingram,4,0,"21-13, 21-16"
DI,831,"Deland, FL",2018-02-24,Florida State,Madison,Fitzpatrick,5,1,"21-18, 21-17"
DI,831,"Deland, FL",2018-02-24,Florida State,Molly,McBain,5,1,"21-18, 21-17"
DI,831,"Deland, FL",2018-02-24,Stetson,Alexa,Richardson,5,0,"21-18, 21-17"
DI,831,"Deland, FL",2018-02-24,Stetson,Julie,Varga,5,0,"21-18, 21-17"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Kathryn,Plummer,1,0,"21-14, 21-16"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Sunny,Villapando,1,0,"21-14, 21-16"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Nicole,McNamara,1,1,"21-14, 21-16"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Megan,McNamara,1,1,"21-14, 21-16"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Morgan,Hentz,2,0,"21-17, 21-13"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Amelia,Smith,2,0,"21-17, 21-13"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Lily,Justine,2,1,"21-17, 21-13"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Sarah,Sponcil ,2,1,"21-17, 21-13"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Catherine,Raquel,3,0,"21-16, 21-17"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Payton,Chang,3,0,"21-16, 21-17"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Elise,Zappia,3,1,"21-16, 21-17"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Madi,Yeomans,3,1,"21-16, 21-17"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Courtney,Bowen,4,0,"21-18, 21-11"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Kate,Formico,4,0,"21-18, 21-11"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Megan,Muret,4,1,"21-18, 21-11"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Izzy,Carey,4,1,"21-18, 21-11"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Caitlin,Keefe,5,0,"21-17, 21-12"
DI,832,"Honolulu, HI",2018-02-24,Stanford,Kat,Anderson,5,0,"21-17, 21-12"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Chanti,Holroyd,5,1,"21-17, 21-12"
DI,832,"Honolulu, HI",2018-02-24,UCLA,Savvy,Simo,5,1,"21-17, 21-12"
DI,833,"Babson Park, FL",2018-02-24,UNF,Chaney,Howard,1,0,"20-22, 24-22, 15-10"
DI,833,"Babson Park, FL",2018-02-24,UNF,Taryn,Griffey,1,0,"20-22, 24-22, 15-10"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Emily,Bowen,1,1,"20-22, 24-22, 15-10"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Carlee,Baxter,1,1,"20-22, 24-22, 15-10"
DI,833,"Babson Park, FL",2018-02-24,UNF,Brittany,Pase,2,1,"21-10, 21-19"
DI,833,"Babson Park, FL",2018-02-24,UNF,Courtney,Miller,2,1,"21-10, 21-19"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Hannah,Tannone,2,0,"21-10, 21-19"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Amber,Lake,2,0,"21-10, 21-19"
DI,833,"Babson Park, FL",2018-02-24,UNF,Madilyn,McCarty,3,1,"21-10, 21-9"
DI,833,"Babson Park, FL",2018-02-24,UNF,Casey,Justice,3,1,"21-10, 21-9"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Salla,Rautiainen,3,0,"21-10, 21-9"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Molly,Fusarelli,3,0,"21-10, 21-9"
DI,833,"Babson Park, FL",2018-02-24,UNF,Blaire,Register,4,1,"21-5, 21-8"
DI,833,"Babson Park, FL",2018-02-24,UNF,Carolyn,Cain,4,1,"21-5, 21-8"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Teryn,Mills,4,0,"21-5, 21-8"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Jessica,Terry,4,0,"21-5, 21-8"
DI,833,"Babson Park, FL",2018-02-24,UNF,Nicole,DeBolt,5,1,"21-10, 21-11"
DI,833,"Babson Park, FL",2018-02-24,UNF,Marissa,Rogers,5,1,"21-10, 21-11"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Laura,Embry,5,0,"21-10, 21-11"
NAIA,833,"Babson Park, FL",2018-02-24,Webber,Kaxandra,Naranjo,5,0,"21-10, 21-11"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Sorrel ,Houghton,1,0,"21-19, 21-16"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Melissa,Elias,1,0,"21-19, 21-16"
DI,834,"Babson Park, FL",2018-02-24,UNF,Chaney,Howard,1,1,"21-19, 21-16"
DI,834,"Babson Park, FL",2018-02-24,UNF,Taryn,Griffey,1,1,"21-19, 21-16"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Nicole,Dominguez,2,0,"21-11, 21-15"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Katie,McKiel,2,0,"21-11, 21-15"
DI,834,"Babson Park, FL",2018-02-24,UNF,Courtney,Miller,2,1,"21-11, 21-15"
DI,834,"Babson Park, FL",2018-02-24,UNF,Brittany,Pase,2,1,"21-11, 21-15"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Gabbi,Pacatte,3,0,"21-19, 22-20"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Leigh,Buttner,3,0,"21-19, 22-20"
DI,834,"Babson Park, FL",2018-02-24,UNF,Casey,Justice,3,1,"21-19, 22-20"
DI,834,"Babson Park, FL",2018-02-24,UNF,Madilyn,McCarty,3,1,"21-19, 22-20"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Sarah,Moore,4,1,"19-21, 21-16, 15-10"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Taylor,George,4,1,"19-21, 21-16, 15-10"
DI,834,"Babson Park, FL",2018-02-24,UNF,Callie,Workman,4,0,"19-21, 21-16, 15-10"
DI,834,"Babson Park, FL",2018-02-24,UNF,Mallory,Waggoner,4,0,"19-21, 21-16, 15-10"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Marisa,Beisner,5,0,"21-8, 21-14"
DII,834,"Babson Park, FL",2018-02-24,Tampa,Nylah,Demps,5,0,"21-8, 21-14"
DI,834,"Babson Park, FL",2018-02-24,UNF,Carolyn,Cain,5,1,"21-8, 21-14"
DI,834,"Babson Park, FL",2018-02-24,UNF,Blaire,Register,5,1,"21-8, 21-14"
DI,835,"Stockton, Ca",2018-02-24,Cal,Jessica,Gaffney,1,0,"21-15, 21-14"
DI,835,"Stockton, Ca",2018-02-24,Cal,Iya,Lindahl,1,0,"21-15, 21-14"
DI,835,"Stockton, Ca",2018-02-24,Saint Mary's,Morgan,Hughes,1,1,"21-15, 21-14"
DI,835,"Stockton, Ca",2018-02-24,Saint Mary's,Payton,Rund,1,1,"21-15, 21-14"
DI,835,"Stockton, Ca",2018-02-24,Cal,Bryce,Bark,2,0,"26-24, 21-11"
DI,835,"Stockton, Ca",2018-02-24,Cal,Madison,Dueck,2,0,"26-24, 21-11"
DI,835,"Stockton, Ca",2018-02-24,Saint Mary's,Lindsey,Knudsen,2,1,"26-24, 21-11"
DI,835,"Stockton, Ca",2018-02-24,Saint Mary's,Emily,Bible,2,1,"26-24, 21-11"
DI,835,"Stockton, Ca",2018-02-24,Cal,Mima,Mirkovic,3,1,"17-21, 21-19, 15-9"
DI,835,"Stockton, Ca",2018-02-24,Cal,Alexia,Inman,3,1,"17-21, 21-19, 15-9"
DI,835,"Stockton, Ca",2018-02-24,Saint Mary's,Sarah,Chase,3,0,"17-21, 21-19, 15-9"
DI,835,"Stockton, Ca",2018-02-24,Saint Mary's,Mary,Hernandez,3,0,"17-21, 21-19, 15-9"
DI,835,"Stockton, Ca",2018-02-24,Cal,Maddie,Micheletti,4,0,"21-14, 18-21, 15-8"
DI,835,"Stockton, Ca",2018-02-24,Cal,Caroline,Schafer,4,0,"21-14, 18-21, 15-8"
