,Name,Year,Height,Hometown/HS,Team
1174,Celin Macdonald,Fr,6'2,Maple Mountain HS,Victor Valley College
1175,Chloe Tripp,So,6'0,McKinleyville HS,Victor Valley College
1176,Claire Kinder,So,5'10,Arcata HS,Victor Valley College
1177,Claudia Mathews,So,5'11,La Costa Canyon HS,Victor Valley College
1178,Halie Hess,Fr,5'9,Roseville HS,Victor Valley College
1179,Hayley Huntsman,So,5'11,Bonanza HS,Victor Valley College
1180,Jazleigh Ortiz,So,5'8,Imperial HS,Victor Valley College
1181,Kacy Hele,R-Fr,5'8,Granite Hills HS,Victor Valley College
1182,Lana Salzar,So,5'7,Española Valley HS,Victor Valley College
1183,Madison Merkow,Fr,5'8,Chaparral HS,Victor Valley College
1184,Madison Anderson,Fr,6'1,Ralston Valley HS,Victor Valley College
1185,Michelle Mason,Fr,5'6,Wood River HS,Victor Valley College
1186,Reilly Bosworth,So,6'1,San Pasqual HS,Victor Valley College
1187,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Victor Valley College
1188,Violeti Faleumu,So,6'0,Vista HS,Victor Valley College
1189,Angela Docena,Fr,5'2,Escondido HS,Cabrillo
1190,Bella  Gama,Fr,5'8,Ridgefield HS,Cabrillo
1191,Celin Macdonald,Fr,6'2,Maple Mountain HS,Cabrillo
1192,Chloe Tripp,So,6'0,McKinleyville HS,Cabrillo
1193,Claire Kinder,So,5'10,Arcata HS,Cabrillo
1194,Claudia Mathews,So,5'11,La Costa Canyon HS,Cabrillo
1195,Halie Hess,Fr,5'9,Roseville HS,Cabrillo
1196,Hayley Huntsman,So,5'11,Bonanza HS,Cabrillo
1197,Jazleigh Ortiz,So,5'8,Imperial HS,Cabrillo
1198,Kacy Hele,R-Fr,5'8,Granite Hills HS,Cabrillo
1199,Lana Salzar,So,5'7,Española Valley HS,Cabrillo
1200,Madison Merkow,Fr,5'8,Chaparral HS,Cabrillo
1201,Madison Anderson,Fr,6'1,Ralston Valley HS,Cabrillo
1202,Michelle Mason,Fr,5'6,Wood River HS,Cabrillo
1203,Reilly Bosworth,So,6'1,San Pasqual HS,Cabrillo
1204,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Cabrillo
1205,Violeti Faleumu,So,6'0,Vista HS,Cabrillo
1206,Angela Docena,Fr,5'2,Escondido HS,Foothill College
1207,Bella  Gama,Fr,5'8,Ridgefield HS,Foothill College
1208,Celin Macdonald,Fr,6'2,Maple Mountain HS,Foothill College
1209,Chloe Tripp,So,6'0,McKinleyville HS,Foothill College
1210,Claire Kinder,So,5'10,Arcata HS,Foothill College
1211,Claudia Mathews,So,5'11,La Costa Canyon HS,Foothill College
1212,Halie Hess,Fr,5'9,Roseville HS,Foothill College
1213,Hayley Huntsman,So,5'11,Bonanza HS,Foothill College
1214,Jazleigh Ortiz,So,5'8,Imperial HS,Foothill College
1215,Kacy Hele,R-Fr,5'8,Granite Hills HS,Foothill College
1216,Lana Salzar,So,5'7,Española Valley HS,Foothill College
1217,Madison Merkow,Fr,5'8,Chaparral HS,Foothill College
1218,Madison Anderson,Fr,6'1,Ralston Valley HS,Foothill College
1219,Michelle Mason,Fr,5'6,Wood River HS,Foothill College
1220,Reilly Bosworth,So,6'1,San Pasqual HS,Foothill College
1221,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Foothill College
1222,Violeti Faleumu,So,6'0,Vista HS,Foothill College
1223,Camille Finley,Fr,6'1,San Benito HS,Gavilan College
1224,Christa Arroyo,So,5'5,Christopher HS,Gavilan College
1225,Emily  Jensen,Fr,6'2,Utah State,Gavilan College
1226,Evelyn  Clonts,Fr,6'1,Gilroy HS,Gavilan College
1227,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,Gavilan College
1228,Haley Leifheit,So,5'11,San Benito HS,Gavilan College
1229,Jenna Clonts,So,5'11,Gilroy HS,Gavilan College
1230,Kaitlyn Viray,Fr,5'9,Christopher HS,Gavilan College
1231,Kaitlyn Siaz,Fr,5'7,North Salinas HS,Gavilan College
1232,Karishma Brooks,So,5'9,Mountain House HS,Gavilan College
1233,Katie Dizon,Fr,5'8,Anzar HS,Gavilan College
1234,Lex Chavarria,Fr,5'10,San Benito HS,Gavilan College
1235,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,Gavilan College
1236,Sarah Weiby,Fr,5'11,Gilroy HS,Gavilan College
1237,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,Gavilan College
1238,Camille Finley,Fr,6'1,San Benito HS,West Valley College
1239,Christa Arroyo,So,5'5,Christopher HS,West Valley College
1240,Emily  Jensen,Fr,6'2,Utah State,West Valley College
1241,Evelyn  Clonts,Fr,6'1,Gilroy HS,West Valley College
1242,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,West Valley College
1243,Haley Leifheit,So,5'11,San Benito HS,West Valley College
1244,Jenna Clonts,So,5'11,Gilroy HS,West Valley College
1245,Kaitlyn Viray,Fr,5'9,Christopher HS,West Valley College
1246,Kaitlyn Siaz,Fr,5'7,North Salinas HS,West Valley College
1247,Karishma Brooks,So,5'9,Mountain House HS,West Valley College
1248,Katie Dizon,Fr,5'8,Anzar HS,West Valley College
1249,Lex Chavarria,Fr,5'10,San Benito HS,West Valley College
1250,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,West Valley College
1251,Sarah Weiby,Fr,5'11,Gilroy HS,West Valley College
1252,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,West Valley College
1253,Arizona Webb,Fr,5'8,Elko HS,Feather River College
1254,Chloe Hampton,Fr,5'11,"Oakland, Ca",Feather River College
1255,Cortney Blumenthal,Fr,5'8,Boulder City HS,Feather River College
1256,Cyan Blackdeer,So,5'9,Legend HS,Feather River College
1257,Delihah Cardenas,Fr,5'7,Eastwood HS,Feather River College
1258,Jada Barnes,Fr,5'4,Bret Harte HS,Feather River College
1259,Jillian Wright,So,5'11,Elko HS,Feather River College
1260,Kaaleya Price,Fr,5'9,Midwest Christian Academy,Feather River College
1261,Kaitlyn Dingle,Fr,5'7,Quincy HS,Feather River College
1262,Katie McKay,So,5'7,Terra Nova HS,Feather River College
1263,Kyla Kincaid,So,5'4,Churchill County HS,Feather River College
1264,Madison Howard,Fr,5'10,Kimball HS,Feather River College
1265,Precious Helekahi,So,5'3,Hana HS,Feather River College
1266,Ramsey Weber,So,5'8,Willows HS,Feather River College
1267,Rebekah Grammer,Fr,5'5,Quincy HS,Feather River College
1268,Anastasia McCauley,Fr,,Arcata HS,College of the Redwoods
1269,Courtney Wilkinson,So,,La Quinta HS,College of the Redwoods
1270,Elise Wilson,Fr,,Golden Sierra HS,College of the Redwoods
1271,Katy Shumard,Fr,,Eureka HS,College of the Redwoods
1272,Luz Chavez-Contreras,Fr,,Arcata HS,College of the Redwoods
1273,Magnolia Gutierrez,Fr,,East Union HS,College of the Redwoods
1274,Savannah Humburger,Fr,,Earnest McBride HS,College of the Redwoods
1275,Anastasia McCauley,Fr,,Arcata HS,San Joaquin Delta College
1276,Courtney Wilkinson,So,,La Quinta HS,San Joaquin Delta College
1277,Elise Wilson,Fr,,Golden Sierra HS,San Joaquin Delta College
1278,Katy Shumard,Fr,,Eureka HS,San Joaquin Delta College
1279,Luz Chavez-Contreras,Fr,,Arcata HS,San Joaquin Delta College
1280,Magnolia Gutierrez,Fr,,East Union HS,San Joaquin Delta College
1281,Savannah Humburger,Fr,,Earnest McBride HS,San Joaquin Delta College
1282,Alex Cook,Fr,5'7,Nevada Union HS,Sierra College
1283,Bella Orteza,So,5'3,Placer HS,Sierra College
1284,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Sierra College
1285,Gabrielle Roberts,Fr,6'3,Whitnery HS,Sierra College
1286,Grace Sanders,Fr,6'0,Foresthill HS,Sierra College
1287,Grace Lemmo,So,5'7,Vista del Lago HS,Sierra College
1288,Jasmine Dean,Fr,5'11,Colfax HS,Sierra College
1289,Kalala Strickland,So,5'10,Oakmont HS,Sierra College
1290,Kapri Pelle,Fr,5'11,Placer HS,Sierra College
1291,Kylie Shinn,So,5'10,Colfax HS,Sierra College
1292,Maddy Rowland,So,5'10,Casa Roble HS,Sierra College
1293,Madison Meteer,Fr,5'10,Del Oro HS,Sierra College
1294,Meghan Merlino,Fr,5'10,Rio Americano HS,Sierra College
1295,Ryan Blackwood,So,5'2,Roseville HS,Sierra College
1296,Sara Schell,Fr,5'11,Bear River HS,Sierra College
1297,Savannah Schroeder,Fr,5'9,Ponderosa HS,Sierra College
1298,Alex Cook,Fr,5'7,Nevada Union HS,Cypress College
1299,Bella Orteza,So,5'3,Placer HS,Cypress College
1300,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Cypress College
1301,Gabrielle Roberts,Fr,6'3,Whitnery HS,Cypress College
1302,Grace Sanders,Fr,6'0,Foresthill HS,Cypress College
1303,Grace Lemmo,So,5'7,Vista del Lago HS,Cypress College
1304,Jasmine Dean,Fr,5'11,Colfax HS,Cypress College
1305,Kalala Strickland,So,5'10,Oakmont HS,Cypress College
1306,Kapri Pelle,Fr,5'11,Placer HS,Cypress College
1307,Kylie Shinn,So,5'10,Colfax HS,Cypress College
1308,Maddy Rowland,So,5'10,Casa Roble HS,Cypress College
1309,Madison Meteer,Fr,5'10,Del Oro HS,Cypress College
1310,Meghan Merlino,Fr,5'10,Rio Americano HS,Cypress College
1311,Ryan Blackwood,So,5'2,Roseville HS,Cypress College
1312,Sara Schell,Fr,5'11,Bear River HS,Cypress College
1313,Savannah Schroeder,Fr,5'9,Ponderosa HS,Cypress College
1314,Andrea Lopez,Fr,5'8,Mater Dei HS,Fullerton College
1315,Ashley Pruitt,Fr,5'6,El Dorado HS,Fullerton College
1316,Carlie Ortega,Fr,5'6,Bishop Amat HS,Fullerton College
1317,Catherine Serna,Fr,5'7,John F. Kennedy HS,Fullerton College
1318,Kailyn Case,Fr,5'11,Yorba Linda HS,Fullerton College
1319,Kaylyn Johnson,Fr,5'11,Colony HS,Fullerton College
1320,Kendall Campos,Fr,5'7,Esperanza HS,Fullerton College
1321,Kristine Perez,So,5'7,Valencia HS,Fullerton College
1322,Lauren Schaefer,Fr,5'9,Yorba Linda HS,Fullerton College
1323,Nakitta Masoe,Fr,5'9,Garden Grove HS,Fullerton College
1324,Prescilla Gutierrez,Fr,5'5,Los Altos HS,Fullerton College
1325,Samaria Longstreet,Fr,5'11,Lakewood HS,Fullerton College
1326,Akimi Fujikura,So,,Irvine HS,Golden West College
1327,Amanda Sosa,So,,Huntington Beach HS,Golden West College
1328,Andrea Gonzalez,So,,Redondo Union HS,Golden West College
1329,Ashleigh Atsaros,So,,Huntington Beach HS,Golden West College
1330,Cherene Uale,So,,Hillsdale HS,Golden West College
1331,Eden Vawaardenburg,Fr,,Marina HS,Golden West College
1332,Erica Cantley,So,,Cypress HS,Golden West College
1333,Holly Hennessy,Fr,,Marina HS,Golden West College
1334,Jasmine Gonzalez,So,,,Golden West College
1335,Jennifer Pham,Fr,,Westminster HS,Golden West College
1336,Keilani Pearson,Fr,,Huntington Beach HS,Golden West College
1337,Melissa Martinez,So,,,Golden West College
1338,Akimi Fujikura,So,,Irvine HS,Antelope Valley College
1339,Amanda Sosa,So,,Huntington Beach HS,Antelope Valley College
1340,Andrea Gonzalez,So,,Redondo Union HS,Antelope Valley College
1341,Ashleigh Atsaros,So,,Huntington Beach HS,Antelope Valley College
1342,Cherene Uale,So,,Hillsdale HS,Antelope Valley College
1343,Eden Vawaardenburg,Fr,,Marina HS,Antelope Valley College
1344,Erica Cantley,So,,Cypress HS,Antelope Valley College
1345,Holly Hennessy,Fr,,Marina HS,Antelope Valley College
1346,Jasmine Gonzalez,So,,,Antelope Valley College
1347,Jennifer Pham,Fr,,Westminster HS,Antelope Valley College
1348,Keilani Pearson,Fr,,Huntington Beach HS,Antelope Valley College
1349,Melissa Martinez,So,,,Antelope Valley College
1350,Alex Paris,So,5'10,Stockdale HS,Bakersfield College
1351,Bianca Logsdon,Fr,5'11,Stockdale HS,Bakersfield College
1352,Brooke Horack,So,5'10,Centennial HS,Bakersfield College
1353,Caitlyn Foreman,Fr,5'8,,Bakersfield College
1354,Haley Sanchez,So,5'5,Centennial HS,Bakersfield College
1355,Jourdan Muro,So,5'10,Centennial HS,Bakersfield College
1356,Rachel Hoover,Fr,5'10,Garces Memorial HS,Bakersfield College
1357,Reece Stevenson,So,5'6,Centennial HS,Bakersfield College
1358,Sarah Armendariz,Fr,5'9,Clovis West HS,Bakersfield College
1359,Shyanne Baez,Fr,5'4,Golden Valley HS,Bakersfield College
1360,Alex Paris,So,5'10,Stockdale HS,Moorpark College
1361,Bianca Logsdon,Fr,5'11,Stockdale HS,Moorpark College
1362,Brooke Horack,So,5'10,Centennial HS,Moorpark College
1363,Caitlyn Foreman,Fr,5'8,,Moorpark College
1364,Haley Sanchez,So,5'5,Centennial HS,Moorpark College
1365,Jourdan Muro,So,5'10,Centennial HS,Moorpark College
1366,Rachel Hoover,Fr,5'10,Garces Memorial HS,Moorpark College
1367,Reece Stevenson,So,5'6,Centennial HS,Moorpark College
1368,Sarah Armendariz,Fr,5'9,Clovis West HS,Moorpark College
1369,Shyanne Baez,Fr,5'4,Golden Valley HS,Moorpark College
1370,Armonee Hunter,So,5'9,Ventura HS,Ventura College
1371,Braxton Jessie,So,5'9,Kearney HS,Ventura College
1372,Carina Cates,So,5'9,Pacifica HS,Ventura College
1373,Caryssa Castrejon,R-So,5'5,Ventura HS,Ventura College
1374,Daisy  Martinez,So,5'4,St Bonaventure HS,Ventura College
1375,Danielle Garcia,Fr,5'6,Camarillo HS,Ventura College
1376,Janessa Simental,So,5'7,Oxnard HS,Ventura College
1377,Jordan Neria,Fr,5'5,Buena HS,Ventura College
1378,Kasie Spencer,Fr,5'7,Foothill Tech HS,Ventura College
1379,Madoline Bolish,R-So,5'10,Oxnard HS,Ventura College
1380,Payton Greiner,R-So,5'10,Foothill Tech HS,Ventura College
1381,Shea McKeown,Fr,5'6,Oxnard HS,Ventura College
1382,Sofia Gomez,Fr,5'9,Oxnard HS,Ventura College
1383,Taylor Benitez-Fanslow,Fr,5'10,Thousand Oaks HS,Ventura College
1384,Alex Hayes,So,5'5,Mission Viejo HS,Orange Coast College
1385,Devyn Holland,Fr,5'10,Santiago HS,Orange Coast College
1386,Enjelica Glatti,So,5'8,Woodbridge HS,Orange Coast College
1387,Georgia Grisham,Fr,5'6,Huntington Beach HS,Orange Coast College
1388,Hannah Reid,Fr,5'5,Huntington Beach HS,Orange Coast College
1389,Hannah Del Barto,Fr,5'5,"Vista Ridge, Tx",Orange Coast College
1390,Jadelyn Forgiarini,So,5'9,Edison HS,Orange Coast College
1391,Kacey Mathieson,Fr,5'6,Edison HS,Orange Coast College
1392,Keika Yoshizumi,So,5'7,La Quinta HS,Orange Coast College
1393,Molly Thee,Fr,5'5,Aliso Niguel HS,Orange Coast College
1394,Rylee Adair,Fr,5'2,"St Francis, Hi",Orange Coast College
1395,Sierra Lim,So,5'5,"Kaiser, Hi",Orange Coast College
1396,Sophie Ajang,Fr,5'7,Del Norte HS,Orange Coast College
1397,Tileree Johnson,Fr,5'8,"Castle, Hi",Orange Coast College
1398,Brittney Diffine,So,5'7,Poly HS,Riverside City College
1399,Delaney Beck,So,5'8,Poly HS,Riverside City College
1400,Julia Balancier,Fr,5'9,MLK HS,Riverside City College
1401,Kiara Oregon,Fr,5'8,Hillcrest HS,Riverside City College
1402,Lauren Dunmore,Fr,6'0,King HS,Riverside City College
1403,Madison Bogh,Fr,5'11,Citrus HS,Riverside City College
1404,Marcella Rodriguez,Fr,5'7,Moreno Valley HS,Riverside City College
1405,Natalie Escher,Fr,5'8,Redlands HS,Riverside City College
1406,Patricia Brucks,Fr,5'4,Poly HS,Riverside City College
1407,Roni Lopez,Fr,5'3,Grand Terrace HS,Riverside City College
1408,Rozarya Barrett,Fr,5'10,Upland HS,Riverside City College
1409,Taylor Gardner,Fr,5'3,Grand Terrace HS,Riverside City College
1410,Telanni Childs,Fr,6'1,Upland HS,Riverside City College
1411,Vanessa Dominiquez,Fr,5'6,Hillcrest HS,Riverside City College
1412,Antonette Rolda,So,5'7,Trabuco Hills HS,Saddleback College
1413,Avie Butsko,So,6'0,El Toro HS,Saddleback College
1414,Forfeit  1,,,,Saddleback College
1415,Forfiet 2,,,,Saddleback College
1416,Jillian Hewitt,Fr,5'7,Trabuco Hills HS,Saddleback College
1417,Kayla Logsdon,So,5'9,Mill Valley HS,Saddleback College
1418,Keara O'Brien-Pol,So,6'0,Exeter HS,Saddleback College
1419,Kiana  Camarlo,,,,Saddleback College
1420,Landry Armstrong,So,5'8,Combs HS,Saddleback College
1421,Michelle Solt,,,,Saddleback College
1422,Nicolette Spriggs,So,5'7,JSerra HS,Saddleback College
1423,Stevie Wenzel,,,,Saddleback College
1424,Sydnee Cunico,,,,Saddleback College
1425,Britany Tran,Fr,5'2,Fountain Valley HS,Santa Ana College
1426,Carla Carrion,So,5'2,Santa Ana Valley HS,Santa Ana College
1427,Destinee Blue,So,5'9,Segerstrom HS,Santa Ana College
1428,Dianna Nguyen,So,5'6,Magnolia HS,Santa Ana College
1429,Hannah Degrasse,So,5'11,California HS,Santa Ana College
1430,Iliana Mendoza,So,5'10,Segerstrom HS,Santa Ana College
1431,Jasmin Cardona,So,5'4,Godinez HS,Santa Ana College
1432,Karissa Mumford,Fr,5'8,Kennedy HS,Santa Ana College
1433,Kassandra Murillo,So,6'0,Loara HS,Santa Ana College
1434,Kayla Long,Fr,5'3,Downey HS,Santa Ana College
1435,Lily Reissmueller,So,5'10,El Modena HS,Santa Ana College
1436,Mikelle Taylor,So,5'9,Godinez HS,Santa Ana College
1437,Stephanie Huerta,Fr,5'1,Valencia HS,Santa Ana College
1438,Taylor  Hernandez,Fr,5'7,La Habra HS,Santa Ana College
1439,Virideana Pacheco,Fr,6'1,Godinez HS,Santa Ana College
1440,Viridiana Serrano,So,5'7,Godinez HS,Santa Ana College
1441,Aaliyah Charley,So,5'9,Thermal Coachella Valley HS,College of the Desert
1442,Alysha Garcia,So,5'6,Thermal Desert Mirage HS,College of the Desert
1443,Ashley Schwartz,So,5'9,Yucca Valley HS,College of the Desert
1444,Ashtyn Lyneis,Fr,5'9,Palm Springs HS,College of the Desert
1445,Baylie Dashner,Fr,5'11,La Quinta HS,College of the Desert
1446,Brooke Topliff,Fr,5'6,Rancho Mirage HS,College of the Desert
1447,Crishayla Jackson,So,6'0,Desert Hot Springs HS,College of the Desert
1448,Emily Sundback,Fr,5'7,Rancho Mirage HS,College of the Desert
1449,Esmeralda Ordaz,So,5'9,Indio HS,College of the Desert
1450,Genesis Garza,Fr,5'7,Thermal Desert Mirage HS,College of the Desert
1451,Hannah Laliberte,Fr,5'10,La Quinta HS,College of the Desert
1452,Joanna Garcia,So,5'6,Thermal Desert Mirage HS,College of the Desert
1453,Jomarie Viloria,Fr,5'8,Rancho Mirage HS,College of the Desert
1454,London Felder,So,5'6,Rancho Cucamonga Alta Loma HS,College of the Desert
1455,Marisol Ruiz,So,6'0,Thermal Desert Mirage HS,College of the Desert
1456,Naomi Garcia,Fr,5'8,Rancho Mirage HS,College of the Desert
1457,Nicole Svoboda,Fr,6'0,La Quinta HS,College of the Desert
1458,Shay Mesa,So,5'5,Indio Shadow Hils HS,College of the Desert
1459,Alexcis Morris,Fr,6'4,"Menifee, Ca",Grossmont College
1460,Alexis Vanlandingham,Fr,6'0,"Alpine, Ca",Grossmont College
1461,Aofiaolela Faa'agi,Fr,6'0,"Murrieta, Ca",Grossmont College
1462,Ashlee Goycoochea,Fr,5'8,"San Diego, Ca",Grossmont College
1463,Ashley Whipple,Fr,6'2,"El Cajon, Ca",Grossmont College
1464,Briana Ayon,So,6'0,"Chula Vista, Ca",Grossmont College
1465,Carly Gonzalez,Fr,5'11,"Bonita, Ca",Grossmont College
1466,Christina Barrameda,So,5'6,"Ramona, Ca",Grossmont College
1467,Desiree Howard,So,6'0,"Riverside, Ca",Grossmont College
1468,Desiree Elizondo,Fr,5'4,"Temecula, Ca",Grossmont College
1469,Erin Roberts,Fr,5'8,"Chula Vista, Ca",Grossmont College
1470,Felicia Marshall,So,5'9,"Clinton, Ut",Grossmont College
1471,Jamie Sakasegawa,Fr,5'4,"San Diego, Ca",Grossmont College
1472,Julia Holden,Fr,5'7,"Coronado, Ca",Grossmont College
1473,Kayli Barrera,Fr,5'4,"San Diego, Ca",Grossmont College
1474,Khalia Jordan,So,5'8,"Chula Vista, Ca",Grossmont College
1475,Kiersten Kerch,So,6'2,"San Diego, Ca",Grossmont College
1476,Kylee Snyder,Fr,5'7,"San Diego, Ca",Grossmont College
1477,Laurie Orbita,Fr,5'2,"Chula Vista, Ca",Grossmont College
1478,Maiya Lopez,Fr,5'6,"San Diego, Ca",Grossmont College
1479,Makayla Tam,So,5'10,"Woodland, Ca",Grossmont College
1480,Naomi Talisa Leilua,Fr,5'9,"Redondo Beach, Ca",Grossmont College
1481,Nicole Donais,So,6'0,"Ramona, Ca",Grossmont College
1482,Sheay Isbell,Fr,5'9,"Ramona, Ca",Grossmont College
1483,Talia  Young,Fr,5'6,Waimea HS,Grossmont College
1484,Alexcis Morris,Fr,6'4,"Menifee, Ca",Palomar College
1485,Alexis Vanlandingham,Fr,6'0,"Alpine, Ca",Palomar College
1486,Aofiaolela Faa'agi,Fr,6'0,"Murrieta, Ca",Palomar College
1487,Ashlee Goycoochea,Fr,5'8,"San Diego, Ca",Palomar College
1488,Ashley Whipple,Fr,6'2,"El Cajon, Ca",Palomar College
1489,Briana Ayon,So,6'0,"Chula Vista, Ca",Palomar College
1490,Carly Gonzalez,Fr,5'11,"Bonita, Ca",Palomar College
1491,Christina Barrameda,So,5'6,"Ramona, Ca",Palomar College
1492,Desiree Howard,So,6'0,"Riverside, Ca",Palomar College
1493,Desiree Elizondo,Fr,5'4,"Temecula, Ca",Palomar College
1494,Erin Roberts,Fr,5'8,"Chula Vista, Ca",Palomar College
1495,Felicia Marshall,So,5'9,"Clinton, Ut",Palomar College
1496,Jamie Sakasegawa,Fr,5'4,"San Diego, Ca",Palomar College
1497,Julia Holden,Fr,5'7,"Coronado, Ca",Palomar College
1498,Kayli Barrera,Fr,5'4,"San Diego, Ca",Palomar College
1499,Khalia Jordan,So,5'8,"Chula Vista, Ca",Palomar College
1500,Kiersten Kerch,So,6'2,"San Diego, Ca",Palomar College
1501,Kylee Snyder,Fr,5'7,"San Diego, Ca",Palomar College
1502,Laurie Orbita,Fr,5'2,"Chula Vista, Ca",Palomar College
1503,Maiya Lopez,Fr,5'6,"San Diego, Ca",Palomar College
1504,Makayla Tam,So,5'10,"Woodland, Ca",Palomar College
1505,Naomi Talisa Leilua,Fr,5'9,"Redondo Beach, Ca",Palomar College
1506,Nicole Donais,So,6'0,"Ramona, Ca",Palomar College
1507,Sheay Isbell,Fr,5'9,"Ramona, Ca",Palomar College
1508,Talia  Young,Fr,5'6,Waimea HS,Palomar College
1509,Alina Snyder,Fr,5'4,Mission Bay HS,San Diego Mesa College
1510,Devon Lee,Fr,5'3,High Tech High Intl,San Diego Mesa College
1511,Jhenalyn Germono,So,5'7,Otay Ranch HS,San Diego Mesa College
1512,Kylie Cassicippo,So,5'7,Temecula Valley HS,San Diego Mesa College
1513,Lizette Moore-Teague,So,5'8,Grossmont HS,San Diego Mesa College
1514,Melissa Pittelkau,Fr,5'10,Timberline HS,San Diego Mesa College
1515,Milla Anderson,Fr,5'9,Venture Independent,San Diego Mesa College
1516,Raven Casas,Fr,5'10,Hilltop HS,San Diego Mesa College
1517,Robyn Brooks,Fr,5'7,Healdsburg HS,San Diego Mesa College
1518,Sabrina Calcutt,So,5'11,Foothills Christian HS,San Diego Mesa College
1519,Sarah Connell,So,5'7,Clairemont HS,San Diego Mesa College
1520,Tiarah Tucker,So,5'1,Helix HS,San Diego Mesa College
1521,Aiko Waters,So,5'9,Leuzinger HS,El Camino College
1522,Athena Sio,Fr,5'6,Narbonne HS,El Camino College
1523,Chantell Miranda,Fr,5'3,Warren HS,El Camino College
1524,Gherlaine Biasca,Fr,5'1,Carson HS,El Camino College
1525,Glorious Owens,So,5'11,Venice HS,El Camino College
1526,Jaelin Reynaud,Fr,6'0,Washington Prep HS,El Camino College
1527,Jasmine Ligons,Fr,,Centennial HS,El Camino College
1528,Jaylin Motley,So,6'1,Torrance HS,El Camino College
1529,Jenny Lias,Fr,5'8,San Gabriel Academy,El Camino College
1530,Jessica Villasenor,Fr,,Narbonne HS,El Camino College
1531,Jewel Yandall,So,,Narbonne HS,El Camino College
1532,Jossie Tomita,Fr,5'3,Torrance HS,El Camino College
1533,Keily Morimoto,Fr,5'8,North Torrance HS,El Camino College
1534,Kiana Takahashi,So,5'4,Torrance HS,El Camino College
1535,Melanie Gurwell,Fr,,Torrance HS,El Camino College
1536,Melissa Euyoque,So,5'9,El Segundo HS,El Camino College
1537,Mikayla Clark,Fr,,South Torrance HS,El Camino College
1538,Natasha Dutko,Fr,,South Torrance HS,El Camino College
1539,Phina Leilua,Fr,5'10,Mira Costa HS,El Camino College
1540,Renee Brydon,So,5'11,South Torrance HS,El Camino College
1541,Sarah  Dyer,Fr,5'7,Palos Verdes HS,El Camino College
1542,Sophia Loiola,Fr,6'0,Redondo Union HS,El Camino College
1543,Aiko Waters,So,5'9,Leuzinger HS,Long Beach City College
1544,Athena Sio,Fr,5'6,Narbonne HS,Long Beach City College
1545,Chantell Miranda,Fr,5'3,Warren HS,Long Beach City College
1546,Gherlaine Biasca,Fr,5'1,Carson HS,Long Beach City College
1547,Glorious Owens,So,5'11,Venice HS,Long Beach City College
1548,Jaelin Reynaud,Fr,6'0,Washington Prep HS,Long Beach City College
1549,Jasmine Ligons,Fr,,Centennial HS,Long Beach City College
1550,Jaylin Motley,So,6'1,Torrance HS,Long Beach City College
1551,Jenny Lias,Fr,5'8,San Gabriel Academy,Long Beach City College
1552,Jessica Villasenor,Fr,,Narbonne HS,Long Beach City College
1553,Jewel Yandall,So,,Narbonne HS,Long Beach City College
1554,Jossie Tomita,Fr,5'3,Torrance HS,Long Beach City College
1555,Keily Morimoto,Fr,5'8,North Torrance HS,Long Beach City College
1556,Kiana Takahashi,So,5'4,Torrance HS,Long Beach City College
1557,Melanie Gurwell,Fr,,Torrance HS,Long Beach City College
1558,Melissa Euyoque,So,5'9,El Segundo HS,Long Beach City College
1559,Mikayla Clark,Fr,,South Torrance HS,Long Beach City College
1560,Natasha Dutko,Fr,,South Torrance HS,Long Beach City College
1561,Phina Leilua,Fr,5'10,Mira Costa HS,Long Beach City College
1562,Renee Brydon,So,5'11,South Torrance HS,Long Beach City College
1563,Sarah  Dyer,Fr,5'7,Palos Verdes HS,Long Beach City College
1564,Sophia Loiola,Fr,6'0,Redondo Union HS,Long Beach City College
1565,Alysha Tullar,Fr,5'11,Los Osos HS,Mt San Antonio College
1566,Alyssa Bloomfield,Fr,5'6,Diamond Bar HS,Mt San Antonio College
1567,Ashly Velazquez,Fr,5'8,Downey HS,Mt San Antonio College
1568,Brianda Valdez,Fr,5'3,Le Salle HS,Mt San Antonio College
1569,Jordon Wilson,Fr,6'1,Summit HS,Mt San Antonio College
1570,Kierra Coatney,Fr,5'9,Apple Valley HS,Mt San Antonio College
1571,Lauren Quinonez,So,5'9,Walnut HS,Mt San Antonio College
1572,Lindsey Lane,Fr,5'10,Bishop Amat HS,Mt San Antonio College
1573,Malia Carr,Fr,5'6,Arcadia HS,Mt San Antonio College
1574,Natalya Fajardo,Fr,5'3,Apple Valley HS,Mt San Antonio College
1575,Saipeti Fuiava,Fr,5'7,Legacy HS,Mt San Antonio College
1576,Shaianne Palos,Fr,5'10,Summit HS,Mt San Antonio College
1577,Sierra Lujan,Fr,5'8,Claremont HS,Mt San Antonio College
